Order_ID,Driver_ID,Delivery_Date,City,Pincode,Delivery_Status,Attempt_Count,Delivery_Time_Minutes,SLA_Minutes,Customer_Rating,Address_Quality,Route_Status,Exception_Type,Severity,Recommended_Action
ORD001794,DRV0166,2026-04-09,Ahmedabad,614752,Failed,1,25,45,3.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001783,DRV0064,2026-06-30,Bengaluru,720318,Delivered,1,45,90,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001777,DRV0169,2026-03-10,Delhi,527291,Delivered,5,60,120,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004360,DRV0008,2026-06-12,Mumbai,612545,Failed,2,16,30,2.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004453,DRV0226,2026-03-16,Mumbai,515830,Delivered,1,111,120,4.6,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004433,DRV0060,2026-03-03,Pune,528404,Delivered,2,33,45,3.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004425,DRV0069,2026-01-04,Pune,741652,Delivered,2,25,30,3.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004424,DRV0015,2026-06-24,Chennai,643552,Delivered,2,96,120,2.7,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004530,DRV0193,2026-01-25,Hyderabad,541666,Returned,2,30,60,3.2,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004528,DRV0008,2026-02-17,Mumbai,624955,Returned,1,87,120,2.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004506,DRV0178,2026-03-28,Hyderabad,697475,Returned,1,106,120,4.4,Good,Anomaly,Geocode Issue,Critical,Review and correct coordinates
ORD004504,DRV0134,2026-03-24,Hyderabad,770000,Failed,2,60,120,4.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004499,DRV0241,2026-04-17,Pune,546755,Delivered,1,49,90,3.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004469,DRV0106,2026-02-08,Hyderabad,625012,Delivered,1,64,90,4.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004467,DRV0249,2026-01-06,Ahmedabad,758500,Delivered,1,113,120,4.6,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004460,DRV0170,2026-01-18,Ahmedabad,722478,Failed,1,65,90,4.8,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001864,DRV0200,2026-03-29,Mumbai,656468,Delivered,1,107,120,3.4,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001861,DRV0066,2026-04-02,Delhi,527290,Delivered,5,35,45,4.4,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001849,DRV0119,2026-05-22,Kolkata,774975,Delivered,1,28,45,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004309,DRV0045,2026-01-14,Pune,728999,Failed,1,55,90,3.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004301,DRV0159,2026-02-23,Hyderabad,631173,Failed,1,55,60,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004294,DRV0049,2026-02-06,Ahmedabad,773300,Delivered,1,49,60,4.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004293,DRV0203,2026-02-22,Mumbai,638129,Delivered,1,98,120,3.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004282,DRV0083,2026-04-06,Kolkata,626040,Delivered,1,50,60,4.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004256,DRV0165,2026-03-06,Chennai,703106,Delivered,1,92,120,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004247,DRV0170,2026-04-14,Ahmedabad,587043,Delivered,1,57,60,4.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004239,DRV0079,2026-01-20,Delhi,753320,Delivered,2,17,30,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001938,DRV0088,2026-01-09,Ahmedabad,773566,Delivered,1,109,90,3.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001935,DRV0202,2026-02-15,Pune,763208,Delivered,1,67,120,3.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001928,DRV0210,2026-05-02,Kolkata,775002,Delivered,1,73,90,3.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001923,DRV0244,2026-01-05,Delhi,668003,Delivered,2,75,60,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001911,DRV0007,2026-03-12,Ahmedabad,699464,Delivered,3,26,30,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001908,DRV0166,2026-03-18,Chennai,677063,Returned,1,100,120,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004378,DRV0174,2026-04-30,Kolkata,704047,Delivered,1,55,90,3.2,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004364,DRV0126,2026-02-19,Pune,713929,Delivered,1,38,60,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004065,DRV0207,2026-04-03,Mumbai,635920,Delivered,2,35,60,2.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004048,DRV0194,2026-06-13,Mumbai,529909,Delivered,2,38,45,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004040,DRV0165,2026-01-28,Chennai,516401,Returned,1,22,45,3.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004017,DRV0173,2026-01-07,Hyderabad,623142,Failed,1,18,30,2.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004152,DRV0163,2026-04-01,Pune,700640,Delivered,2,43,60,2.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004151,DRV0049,2026-02-10,Ahmedabad,552879,Delivered,1,50,60,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004088,DRV0056,2026-01-18,Ahmedabad,689368,Delivered,1,15,30,2.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004087,DRV0050,2026-06-28,Pune,773639,Delivered,3,102,120,3.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004225,DRV0171,2026-01-08,Delhi,734544,Delivered,2,23,30,4.1,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004184,DRV0023,2026-05-25,Hyderabad,583758,Delivered,3,32,45,4.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002039,DRV0175,2026-05-23,Pune,728017,Delivered,1,20,30,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001996,DRV0171,2026-02-01,Ahmedabad,632286,Delivered,1,48,60,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001991,DRV0090,2026-04-25,Delhi,723298,Returned,1,45,60,4.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001984,DRV0001,2026-01-12,Bengaluru,790949,Delivered,2,67,120,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001982,DRV0109,2026-06-09,Pune,534017,Delivered,4,41,60,2.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD001962,DRV0209,2026-01-29,Delhi,741285,Delivered,1,28,45,4.1,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003763,DRV0168,2026-01-11,Hyderabad,797198,Delivered,1,35,60,2.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003925,DRV0031,2026-03-09,Kolkata,622309,Delivered,2,25,30,3.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003915,DRV0186,2026-01-29,Delhi,504045,Delivered,2,53,60,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003862,DRV0161,2026-05-07,Ahmedabad,642349,Delivered,1,33,45,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003850,DRV0078,2026-06-27,Bengaluru,517056,Failed,1,20,30,2.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003849,DRV0033,2026-01-21,Mumbai,778763,Delivered,1,78,90,3.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004001,DRV0134,2026-05-29,Delhi,623346,Delivered,2,82,90,3.8,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003994,DRV0221,2026-01-20,Chennai,520823,Delivered,1,31,45,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003986,DRV0234,2026-03-21,Kolkata,643188,Returned,1,20,30,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003976,DRV0070,2026-02-19,Bengaluru,614468,Returned,1,68,90,3.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002101,DRV0048,2026-01-21,Kolkata,522869,Returned,1,48,90,3.0,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002094,DRV0125,2026-03-23,Hyderabad,728126,Failed,1,137,120,2.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002078,DRV0188,2026-04-28,Hyderabad,711957,Delivered,1,40,60,3.8,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002044,DRV0237,2026-01-03,Hyderabad,723082,Delivered,2,17,30,3.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004076,DRV0202,2026-06-01,Ahmedabad,638724,Failed,1,40,60,3.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD004069,DRV0128,2026-06-01,Ahmedabad,619469,Failed,1,50,60,3.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003605,DRV0245,2026-02-22,Bengaluru,658651,Returned,3,30,45,3.7,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003587,DRV0016,2026-02-02,Bengaluru,524745,Delivered,2,40,45,4.3,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003683,DRV0037,2026-03-06,Mumbai,517841,Delivered,1,19,30,3.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003681,DRV0179,2026-02-10,Kolkata,772438,Delivered,1,37,45,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003671,DRV0222,2026-06-25,Kolkata,592275,Failed,1,28,30,3.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003719,DRV0111,2026-06-18,Bengaluru,542948,Delivered,1,25,45,3.0,Good,Anomaly,Geocode Issue,Critical,Review and correct coordinates
ORD002148,DRV0046,2026-06-07,Mumbai,654426,Failed,1,26,45,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002134,DRV0085,2026-01-18,Bengaluru,507986,Returned,2,62,120,3.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002133,DRV0048,2026-06-10,Hyderabad,597921,Returned,2,29,45,2.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002125,DRV0017,2026-05-19,Bengaluru,657229,Returned,1,18,30,3.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002108,DRV0229,2026-02-24,Pune,688713,Delivered,1,32,45,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002103,DRV0245,2026-03-07,Ahmedabad,545415,Failed,1,47,60,2.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003842,DRV0192,2026-03-08,Pune,640064,Delivered,1,80,120,4.2,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003821,DRV0078,2026-06-28,Hyderabad,645068,Delivered,1,58,90,2.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003798,DRV0093,2026-01-19,Kolkata,609376,Delivered,1,49,60,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003782,DRV0055,2026-02-11,Bengaluru,587754,Delivered,1,80,120,1.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003487,DRV0135,2026-02-25,Pune,660737,Returned,1,23,45,3.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003461,DRV0026,2026-02-01,Mumbai,672960,Delivered,1,35,60,2.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003579,DRV0088,2026-03-16,Delhi,715243,Failed,1,40,45,3.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003555,DRV0185,2026-04-17,Mumbai,501709,Returned,1,87,120,4.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003532,DRV0021,2026-06-22,Hyderabad,590255,Failed,2,68,90,4.3,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002209,DRV0092,2026-01-16,Chennai,750169,Delivered,2,19,30,3.1,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002198,DRV0249,2026-06-26,Mumbai,580093,Delivered,3,61,120,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002194,DRV0131,2026-04-10,Chennai,761008,Delivered,2,28,45,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002182,DRV0178,2026-03-29,Kolkata,577378,Delivered,2,73,90,4.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002174,DRV0048,2026-06-02,Kolkata,574761,Delivered,2,48,60,4.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002169,DRV0104,2026-04-06,Hyderabad,640024,Delivered,2,81,90,4.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002164,DRV0069,2026-01-26,Chennai,769844,Failed,1,56,30,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003636,DRV0079,2026-01-08,Kolkata,603936,Delivered,1,98,120,3.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003615,DRV0201,2026-01-06,Chennai,630555,Delivered,3,48,60,3.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003614,DRV0159,2026-05-10,Bengaluru,751204,Delivered,1,16,30,3.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003611,DRV0212,2026-06-23,Bengaluru,518926,Failed,1,28,45,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003329,DRV0129,2026-03-05,Ahmedabad,670333,Delivered,1,26,30,4.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003309,DRV0235,2026-02-01,Delhi,540540,Delivered,2,101,120,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003301,DRV0015,2026-05-17,Ahmedabad,679125,Delivered,1,28,45,3.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003453,DRV0175,2026-06-13,Chennai,643999,Delivered,3,55,60,3.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003448,DRV0213,2026-04-22,Bengaluru,583972,Delivered,1,58,90,4.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003445,DRV0228,2026-06-24,Ahmedabad,773522,Failed,1,42,45,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003413,DRV0119,2026-01-31,Chennai,563666,Delivered,1,21,30,5.0,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003385,DRV0188,2026-04-07,Delhi,574980,Delivered,1,80,90,4.6,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002260,DRV0101,2026-03-07,Pune,765883,Returned,1,37,45,3.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002244,DRV0009,2026-02-06,Delhi,798362,Delivered,1,63,120,3.7,Good,Anomaly,Geocode Issue,Critical,Review and correct coordinates
ORD002239,DRV0249,2026-05-27,Bengaluru,614504,Delivered,1,47,60,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002234,DRV0231,2026-02-19,Delhi,650504,Returned,4,68,90,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002217,DRV0047,2026-02-01,Mumbai,575881,Delivered,1,64,120,3.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002214,DRV0173,2026-04-28,Hyderabad,677795,Returned,1,94,120,2.7,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003510,DRV0022,2026-02-14,Chennai,719101,Delivered,2,68,120,2.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003506,DRV0007,2026-03-29,Bengaluru,556525,Delivered,1,40,45,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002998,DRV0188,2026-01-14,Hyderabad,740063,Delivered,1,108,120,3.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003132,DRV0214,2026-01-21,Delhi,545489,Failed,1,46,60,3.0,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003123,DRV0215,2026-02-05,Delhi,685672,Delivered,1,61,90,2.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003120,DRV0227,2026-03-19,Ahmedabad,646769,Delivered,1,56,90,3.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003116,DRV0195,2026-01-13,Ahmedabad,613369,Delivered,1,23,45,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003088,DRV0099,2026-06-07,Delhi,640072,Delivered,1,71,120,4.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003198,DRV0229,2026-01-11,Kolkata,729333,Delivered,2,85,90,4.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003167,DRV0038,2026-01-23,Delhi,654791,Delivered,1,20,30,3.0,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003165,DRV0142,2026-01-13,Ahmedabad,605506,Delivered,1,25,30,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003260,DRV0097,2026-06-26,Mumbai,680963,Delivered,1,24,45,3.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003255,DRV0031,2026-03-05,Delhi,535119,Failed,1,53,90,3.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003238,DRV0097,2026-06-29,Delhi,612601,Delivered,1,38,60,3.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002344,DRV0092,2026-06-25,Kolkata,750801,Delivered,1,76,90,3.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003358,DRV0100,2026-03-09,Ahmedabad,795855,Delivered,2,78,90,3.1,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003355,DRV0108,2026-01-05,Pune,744375,Failed,1,23,30,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003349,DRV0218,2026-02-25,Hyderabad,578013,Delivered,2,92,120,1.7,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002798,DRV0171,2026-01-13,Chennai,695264,Delivered,1,16,30,4.8,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002782,DRV0047,2026-05-27,Mumbai,500416,Delivered,1,29,45,3.4,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002756,DRV0138,2026-02-06,Hyderabad,621698,Returned,3,41,60,5.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002750,DRV0216,2026-01-26,Mumbai,669295,Delivered,1,25,30,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002736,DRV0211,2026-05-19,Pune,734892,Delivered,1,77,120,3.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002852,DRV0090,2026-02-05,Chennai,620255,Delivered,1,27,45,2.6,Poor,Anomaly,Geocode Issue,Critical,Review and correct coordinates
ORD002821,DRV0003,2026-04-12,Mumbai,637502,Failed,2,25,30,3.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002817,DRV0138,2026-05-04,Kolkata,790398,Returned,1,110,45,4.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002904,DRV0125,2026-03-13,Chennai,665634,Delivered,1,37,45,2.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002901,DRV0206,2026-04-16,Ahmedabad,679567,Failed,1,36,60,4.1,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002866,DRV0004,2026-01-18,Kolkata,525412,Delivered,1,60,90,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002863,DRV0239,2026-04-14,Mumbai,507204,Delivered,2,80,120,4.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002937,DRV0194,2026-04-21,Kolkata,793693,Returned,1,32,60,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002401,DRV0066,2026-03-04,Pune,713417,Delivered,3,29,45,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002399,DRV0037,2026-01-31,Chennai,513081,Delivered,1,53,60,3.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003036,DRV0009,2026-06-25,Mumbai,540263,Returned,1,26,30,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002635,DRV0131,2026-03-30,Hyderabad,681569,Failed,1,20,30,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002633,DRV0236,2026-01-23,Delhi,753399,Returned,1,39,45,3.2,Poor,Anomaly,Geocode Issue,Critical,Review and correct coordinates
ORD002735,DRV0227,2026-02-28,Chennai,747215,Returned,2,15,30,3.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002731,DRV0026,2026-02-19,Ahmedabad,501304,Delivered,1,73,120,2.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002730,DRV0185,2026-06-09,Kolkata,646774,Delivered,1,63,90,2.6,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002722,DRV0147,2026-05-08,Delhi,616796,Failed,1,20,30,2.6,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002717,DRV0205,2026-01-13,Delhi,783407,Failed,1,22,45,3.6,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002706,DRV0101,2026-06-23,Hyderabad,670166,Failed,1,84,90,3.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002693,DRV0146,2026-04-21,Hyderabad,583834,Delivered,2,34,45,4.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002466,DRV0124,2026-01-31,Ahmedabad,780742,Delivered,1,23,45,3.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002459,DRV0193,2026-01-26,Ahmedabad,744651,Returned,1,27,30,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002455,DRV0221,2026-01-31,Hyderabad,710474,Delivered,1,87,120,4.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002450,DRV0197,2026-01-26,Bengaluru,758504,Delivered,1,23,30,2.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002435,DRV0110,2026-01-07,Kolkata,528197,Delivered,6,38,45,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002430,DRV0037,2026-05-16,Hyderabad,681744,Failed,2,61,90,3.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD002803,DRV0110,2026-03-10,Mumbai,591156,Returned,1,188,120,3.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009606,DRV0154,2026-06-29,Ahmedabad,501946,Delivered,2,24,30,2.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009804,DRV0096,2026-05-22,Ahmedabad,545309,Delivered,1,107,90,4.1,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009803,DRV0056,2026-04-20,Delhi,594766,Delivered,1,17,30,4.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009749,DRV0031,2026-01-24,Hyderabad,524945,Delivered,1,29,45,3.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009744,DRV0075,2026-01-20,Ahmedabad,696164,Delivered,1,23,45,5.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009739,DRV0221,2026-01-17,Pune,707191,Delivered,1,40,45,4.1,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009733,DRV0163,2026-02-24,Ahmedabad,541679,Delivered,2,39,45,4.8,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009722,DRV0025,2026-06-30,Hyderabad,732870,Delivered,2,57,60,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009893,DRV0132,2026-03-09,Hyderabad,774572,Delivered,2,70,90,4.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009872,DRV0112,2026-05-19,Hyderabad,563414,Delivered,2,32,45,3.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009824,DRV0026,2026-04-04,Ahmedabad,759398,Delivered,1,99,120,3.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000242,DRV0240,2026-01-09,Ahmedabad,650518,Delivered,1,42,45,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000239,DRV0184,2026-01-24,Ahmedabad,767583,Delivered,2,106,90,2.5,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000196,DRV0120,2026-06-06,Chennai,545201,Delivered,1,162,90,3.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000190,DRV0114,2026-05-27,Bengaluru,572191,Failed,1,50,60,2.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000177,DRV0110,2026-06-07,Hyderabad,684977,Delivered,1,24,45,4.0,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000072,DRV0188,2026-06-07,Pune,782157,Delivered,1,77,120,4.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000095,DRV0117,2026-03-22,Bengaluru,632329,Delivered,1,77,90,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008603,DRV0048,2026-02-05,Hyderabad,585573,Delivered,1,59,90,2.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003487,DRV0135,2026-02-25,Pune,660737,Returned,1,23,45,3.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD003198,DRV0229,2026-01-11,Kolkata,729333,Delivered,2,85,90,4.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008775,DRV0067,2026-04-12,Hyderabad,689912,Delivered,1,33,45,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000117,DRV0149,2026-02-03,Delhi,547255,Delivered,1,56,90,3.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000090,DRV0016,2026-03-20,Chennai,798428,Delivered,1,64,90,1.5,Good,Normal,Customer Experience Issue,High,Investigate customer issue
ORD004353,DRV0228,2026-05-25,Chennai,659866,Failed,2,109,120,3.5,Missing,Normal,Address Issue,High,Verify delivery address
ORD004320,DRV0151,2026-06-25,Chennai,546033,Delivered,2,45,60,4.3,Missing,Normal,Address Issue,High,Verify delivery address
ORD005789,DRV0211,2026-01-13,Ahmedabad,527240,Delivered,1,41,45,4.8,Missing,Normal,Address Issue,High,Verify delivery address
ORD000672,DRV0103,2026-03-19,Ahmedabad,749700,Returned,2,192,120,2.6,Good,Normal,SLA Breach,High,Escalate to operations
ORD006619,DRV0144,2026-01-19,Pune,642233,Failed,1,39,45,4.1,Missing,Normal,Address Issue,High,Verify delivery address
ORD006628,DRV0074,2026-06-30,Pune,748917,Delivered,2,22,30,2.2,Good,Normal,Customer Experience Issue,High,Investigate customer issue
