Order_ID,Driver_ID,Delivery_Date,City,Pincode,Latitude,Longitude,Delivery_Status,Attempt_Count,Delivery_Time_Minutes,SLA_Minutes,Customer_Rating,Address_Quality,Route_Status,Exception_Type,Exception_Flag,Severity,Recommended_Action
ORD000557,DRV0033,2026-03-01,Ahmedabad,666062,23.116729,72.648562,Failed,2,55,60,3.0,Good,Normal,No Exception,No,None,No action required
ORD000558,DRV0006,2026-04-02,Kolkata,570638,22.502059,88.305176,Delivered,2,73,90,2.6,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000559,DRV0139,2026-02-18,Ahmedabad,797114,23.029544,72.482978,Delivered,1,53,60,3.2,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000560,DRV0223,2026-01-18,Chennai,778468,-150.0,80.260953,Delivered,6,47,60,4.6,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000561,DRV0001,2026-02-17,Kolkata,509814,22.59828,88.337265,Failed,2,75,120,3.6,Good,Normal,No Exception,No,None,No action required
ORD000562,DRV0169,2026-02-18,Kolkata,774763,22.517029,88.361318,Returned,1,69,120,2.7,Poor,Normal,No Exception,No,None,No action required
ORD000563,DRV0083,2026-06-14,Kolkata,668833,22.571224,88.452513,Delivered,1,15,30,3.6,Good,Normal,No Exception,No,None,No action required
ORD000564,DRV0224,2026-02-21,Hyderabad,556127,17.430009,78.525605,Delivered,1,24,30,2.9,Good,Normal,No Exception,No,None,No action required
ORD000565,DRV0135,2026-01-13,Pune,692075,18.470481,73.87179,Delivered,4,15,30,4.4,Good,Normal,Driver/Attempt Issue,Yes,Medium,Investigate delivery attempts
ORD000566,DRV0238,2026-04-30,Bengaluru,531824,12.989274,77.600675,Delivered,1,68,90,2.7,Good,Normal,No Exception,No,None,No action required
ORD000567,DRV0136,2026-01-19,Hyderabad,659333,17.379992,78.476516,Delivered,2,66,120,3.2,Good,Normal,No Exception,No,None,No action required
ORD000568,DRV0137,2026-02-18,Kolkata,601250,22.590351,88.352844,Failed,1,100,120,3.1,Good,Normal,No Exception,No,None,No action required
ORD000569,DRV0192,2026-06-13,Bengaluru,687675,13.017279,77.554441,Returned,1,51,90,3.6,Good,Normal,No Exception,No,None,No action required
ORD000570,DRV0141,2026-05-10,Kolkata,676953,22.546296,88.363199,Returned,1,88,120,2.7,Good,Normal,No Exception,No,None,No action required
ORD000571,DRV0141,2026-04-06,Delhi,716186,28.492688,77.253202,Returned,1,49,60,3.4,Good,Normal,No Exception,No,None,No action required
ORD000572,DRV0097,2026-04-03,Pune,737189,18.532754,73.861067,Delivered,3,26,30,3.9,Good,Normal,No Exception,No,None,No action required
ORD000573,DRV0153,2026-05-13,Hyderabad,570823,17.306873,250.0,Delivered,1,28,45,1.9,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000574,DRV0198,2026-05-22,Pune,768053,18.46488,73.885053,Failed,1,69,120,3.9,Good,Normal,No Exception,No,None,No action required
ORD000575,DRV0118,2026-02-09,Delhi,572565,28.637221,77.207218,Delivered,1,75,120,4.0,Good,Normal,No Exception,No,None,No action required
ORD000576,DRV0208,2026-01-24,Pune,799099,18.479979,73.840937,Delivered,4,24,45,2.9,Good,Normal,Driver/Attempt Issue,Yes,Medium,Investigate delivery attempts
ORD000577,DRV0045,2026-06-26,Ahmedabad,549998,22.98577,72.530887,Failed,1,26,30,4.6,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000578,DRV0021,2026-03-27,Hyderabad,682415,17.435875,78.619859,Delivered,1,28,30,2.8,Good,Normal,No Exception,No,None,No action required
ORD000579,DRV0163,2026-01-14,Kolkata,659794,22.594041,-250.0,Failed,4,96,120,2.7,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000580,DRV0129,2026-02-09,Mumbai,526486,19.094974,72.968275,Returned,1,73,90,2.7,Poor,Normal,No Exception,No,None,No action required
ORD000581,DRV0057,2026-03-16,Kolkata,706738,22.518993,88.217832,Delivered,1,22,30,2.9,Poor,Normal,No Exception,No,None,No action required
ORD000582,DRV0141,2026-03-09,Kolkata,544605,22.550181,88.4644,Delivered,1,26,45,3.5,Good,Normal,No Exception,No,None,No action required
ORD000583,DRV0125,2026-06-16,Kolkata,799541,-95.0,88.466775,Delivered,1,75,120,2.7,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000584,DRV0069,2026-03-24,Kolkata,546973,22.642461,88.366751,Delivered,1,68,90,3.6,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000585,DRV0083,2026-06-02,Delhi,512691,28.581602,77.16904,Delivered,1,49,60,2.9,Good,Normal,No Exception,No,None,No action required
ORD000586,DRV0113,2026-03-01,Hyderabad,604692,17.443097,78.448282,Returned,1,16,30,3.8,Good,Normal,No Exception,No,None,No action required
ORD000587,DRV0243,2026-03-15,Chennai,507200,13.098854,80.258082,Delivered,1,19,30,4.7,Good,Normal,No Exception,No,None,No action required
ORD000588,DRV0006,2026-02-23,Delhi,782069,28.595876,77.234571,Delivered,1,108,120,3.6,Good,Normal,No Exception,No,None,No action required
ORD000589,DRV0160,2026-06-27,Chennai,509640,13.126855,80.266808,Delivered,1,62,120,3.8,Good,Normal,No Exception,No,None,No action required
ORD000590,DRV0016,2026-02-21,Pune,642229,18.471728,73.85643,Delivered,1,16,30,4.1,Good,Normal,No Exception,No,None,No action required
ORD000591,DRV0170,2026-01-28,Delhi,510002,28.592582,77.266422,Delivered,2,59,90,4.4,Good,Normal,No Exception,No,None,No action required
ORD000592,DRV0232,2026-05-05,Delhi,778690,28.522362,77.219033,Delivered,1,89,120,4.5,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000593,DRV0011,2026-05-16,Mumbai,659869,19.169665,72.931702,Delivered,1,22,45,4.5,Good,Normal,No Exception,No,None,No action required
ORD000594,DRV0091,2026-03-02,Pune,762800,18.55867,73.847109,Delivered,2,42,60,3.8,Good,Normal,No Exception,No,None,No action required
ORD000595,DRV0058,2026-03-29,Chennai,705964,13.106937,80.228382,Returned,1,106,90,4.5,Poor,Normal,SLA Breach,Yes,High,Escalate to operations
ORD000596,DRV0107,2026-05-27,Mumbai,580084,19.11769,72.856312,Delivered,3,81,120,4.8,Good,Normal,No Exception,No,None,No action required
ORD000597,DRV0053,2026-05-29,Chennai,783825,13.065961,80.250518,Returned,2,31,45,3.0,Poor,Normal,No Exception,No,None,No action required
ORD000598,DRV0111,2026-06-17,Chennai,796141,13.097599,80.308745,Delivered,1,94,120,2.9,Good,Normal,No Exception,No,None,No action required
ORD000599,DRV0082,2026-01-08,Chennai,667084,13.185826,80.217323,Delivered,3,44,60,2.7,Good,Normal,No Exception,No,None,No action required
ORD000600,DRV0200,2026-01-28,Mumbai,568967,19.085576,72.889762,Delivered,1,99,120,3.8,Good,Normal,No Exception,No,None,No action required
ORD000601,DRV0153,2026-03-01,Mumbai,513675,19.072018,72.900319,Delivered,1,53,90,5.0,Poor,Normal,No Exception,No,None,No action required
ORD000602,DRV0183,2026-02-17,Delhi,703140,28.671337,77.280617,Delivered,1,28,45,2.9,Good,Normal,No Exception,No,None,No action required
ORD000603,DRV0105,2026-03-11,Hyderabad,716554,17.375643,78.535986,Delivered,1,28,45,2.9,Good,Normal,No Exception,No,None,No action required
ORD000604,DRV0238,2026-06-07,Ahmedabad,756871,23.024136,72.558054,Returned,1,60,90,3.8,Good,Normal,No Exception,No,None,No action required
ORD000605,DRV0199,2026-06-05,Hyderabad,699425,17.413982,78.50299,Returned,1,107,120,2.7,Poor,Normal,No Exception,No,None,No action required
ORD000606,DRV0134,2026-04-26,Bengaluru,739547,12.931331,77.624422,Delivered,2,38,45,4.6,Poor,Anomaly,Route Issue,Yes,Medium,Review route assignment
ORD000607,DRV0189,2026-05-23,Hyderabad,703108,17.393423,78.55258,Failed,2,18,30,4.3,Good,Normal,No Exception,No,None,No action required
ORD000608,DRV0102,2026-03-15,Pune,741878,18.505217,73.758936,Delivered,1,63,120,4.6,Poor,Normal,No Exception,No,None,No action required
ORD000609,DRV0119,2026-01-24,Ahmedabad,762488,22.916407,72.541009,Delivered,1,104,120,3.7,Poor,Normal,No Exception,No,None,No action required
ORD000610,DRV0101,2026-03-24,Kolkata,736394,22.547682,88.413534,Delivered,1,105,120,2.9,Good,Normal,No Exception,No,None,No action required
ORD000611,DRV0024,2026-03-24,Pune,585980,18.562431,73.884037,Returned,1,16,30,2.8,Good,Normal,No Exception,No,None,No action required
ORD000612,DRV0022,2026-05-11,Kolkata,583833,22.544336,88.343365,Delivered,1,27,30,3.4,Good,Normal,No Exception,No,None,No action required
ORD000613,DRV0145,2026-02-11,Chennai,575815,13.163469,80.254584,Delivered,2,21,30,4.1,Good,Normal,No Exception,No,None,No action required
ORD000614,DRV0187,2026-03-15,Ahmedabad,594736,22.946578,72.633593,Delivered,2,22,45,4.6,Poor,Normal,No Exception,No,None,No action required
ORD000615,DRV0004,2026-05-08,Ahmedabad,761432,23.042687,72.57019,Failed,2,91,120,4.1,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000616,DRV0151,2026-04-27,Ahmedabad,715037,23.041122,72.531897,Delivered,1,60,120,3.3,Good,Normal,No Exception,No,None,No action required
ORD000617,DRV0159,2026-01-13,Mumbai,596909,19.052769,72.887758,Delivered,1,31,60,2.9,Good,Normal,No Exception,No,None,No action required
ORD000618,DRV0171,2026-03-26,Pune,545981,18.500297,73.882913,Delivered,1,27,45,4.6,Good,Normal,No Exception,No,None,No action required
ORD000619,DRV0248,2026-05-29,Ahmedabad,688842,23.066065,72.504101,Delivered,1,40,60,4.2,Good,Normal,No Exception,No,None,No action required
ORD000620,DRV0210,2026-04-20,Bengaluru,788605,12.874794,77.600892,Delivered,1,25,45,3.0,Good,Normal,No Exception,No,None,No action required
ORD000621,DRV0135,2026-05-15,Kolkata,610019,22.598295,88.372879,Returned,1,40,30,4.7,Poor,Anomaly,SLA Breach,Yes,High,Escalate to operations
ORD000622,DRV0124,2026-04-20,Pune,665931,18.556581,73.890073,Delivered,1,82,120,4.2,Missing,Anomaly,Address Issue,Yes,High,Verify delivery address
ORD000623,DRV0134,2026-05-07,Ahmedabad,594323,23.042991,72.559337,Failed,1,87,60,4.2,Good,Normal,SLA Breach,Yes,High,Escalate to operations
ORD000624,DRV0007,2026-06-10,Ahmedabad,561827,22.974184,72.578907,Returned,2,86,120,3.6,Good,Normal,No Exception,No,None,No action required
ORD000625,DRV0086,2026-05-24,Delhi,611326,28.669254,77.202981,Delivered,1,38,60,1.5,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000626,DRV0077,2026-01-02,Delhi,559683,28.626547,77.205828,Returned,1,81,90,2.8,Poor,Normal,No Exception,No,None,No action required
ORD000627,DRV0214,2026-02-19,Chennai,673284,13.055934,250.0,Delivered,2,75,90,4.3,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000628,DRV0124,2026-06-10,Chennai,741496,13.071607,80.291784,Failed,2,71,90,4.6,Good,Normal,No Exception,No,None,No action required
ORD000629,DRV0145,2026-05-23,Delhi,780958,28.639555,77.196023,Delivered,1,55,60,4.4,Good,Normal,No Exception,No,None,No action required
ORD000630,DRV0249,2026-03-13,Chennai,516343,13.127133,80.244362,Delivered,3,113,120,3.2,Good,Normal,No Exception,No,None,No action required
ORD000631,DRV0048,2026-03-20,Bengaluru,664888,12.989964,77.686509,Returned,1,50,90,2.7,Good,Normal,No Exception,No,None,No action required
ORD000632,DRV0096,2026-03-19,Ahmedabad,613319,22.92824,72.556587,Failed,1,20,30,4.0,Good,Normal,No Exception,No,None,No action required
ORD000633,DRV0234,2026-04-24,Bengaluru,765286,12.918916,77.54121,Delivered,2,69,120,4.4,Good,Normal,No Exception,No,None,No action required
ORD000634,DRV0237,2026-05-15,Ahmedabad,662717,23.043916,72.616357,Delivered,1,28,30,4.0,Poor,Normal,No Exception,No,None,No action required
ORD000635,DRV0053,2026-04-28,Hyderabad,703207,17.379778,78.478259,Returned,5,15,30,4.5,Good,Normal,Driver/Attempt Issue,Yes,Medium,Investigate delivery attempts
ORD000636,DRV0176,2026-03-27,Bengaluru,744777,12.975756,77.571245,Delivered,1,30,60,5.0,Poor,Normal,No Exception,No,None,No action required
ORD000637,DRV0164,2026-03-24,Mumbai,605148,19.079503,72.935794,Delivered,1,80,120,2.7,Good,Normal,No Exception,No,None,No action required
ORD000638,DRV0070,2026-02-10,Chennai,643464,13.100077,80.328875,Delivered,1,95,120,2.8,Poor,Normal,No Exception,No,None,No action required
ORD000639,DRV0053,2026-05-21,Delhi,666977,28.66266,77.234055,Delivered,1,48,60,4.7,Good,Normal,No Exception,No,None,No action required
ORD000640,DRV0019,2026-06-06,Pune,677596,18.553064,73.991077,Failed,1,22,45,3.6,Good,Normal,No Exception,No,None,No action required
ORD000641,DRV0028,2026-01-14,Kolkata,545151,22.539896,88.272368,Delivered,1,97,120,4.4,Good,Normal,No Exception,No,None,No action required
ORD000642,DRV0080,2026-02-20,Delhi,779699,28.65819,77.2205,Delivered,3,81,90,3.6,Good,Normal,No Exception,No,None,No action required
ORD000643,DRV0209,2026-01-25,Ahmedabad,738857,23.103114,72.637146,Delivered,1,75,90,4.0,Good,Normal,No Exception,No,None,No action required
ORD000644,DRV0037,2026-04-04,Pune,705561,18.469679,73.895844,Delivered,1,55,60,3.8,Good,Normal,No Exception,No,None,No action required
ORD000645,DRV0125,2026-01-17,Hyderabad,749212,17.372697,78.444538,Delivered,1,55,90,3.7,Good,Normal,No Exception,No,None,No action required
ORD000646,DRV0155,2026-05-11,Chennai,553966,13.103912,80.277867,Delivered,2,20,30,4.0,Poor,Normal,No Exception,No,None,No action required
ORD000647,DRV0203,2026-05-17,Pune,741683,18.52258,73.941453,Delivered,1,41,45,4.1,Good,Normal,No Exception,No,None,No action required
ORD000648,DRV0250,2026-04-09,Ahmedabad,534634,23.017223,72.562182,Delivered,1,87,120,3.4,Good,Normal,No Exception,No,None,No action required
ORD000649,DRV0140,2026-02-14,Mumbai,540839,19.045412,72.875848,Returned,2,113,120,2.9,Good,Normal,No Exception,No,None,No action required
ORD000650,DRV0152,2026-03-25,Ahmedabad,791025,23.01149,72.468007,Delivered,2,31,45,3.0,Good,Normal,No Exception,No,None,No action required
ORD000651,DRV0154,2026-06-25,Bengaluru,698658,12.896364,77.632603,Delivered,1,16,30,3.0,Good,Normal,No Exception,No,None,No action required
ORD000652,DRV0228,2026-02-07,Hyderabad,578232,17.374753,78.487043,Delivered,1,84,90,2.5,Poor,Normal,No Exception,No,None,No action required
ORD000653,DRV0051,2026-06-24,Mumbai,665988,19.06054,72.840092,Delivered,1,43,60,4.5,Good,Normal,No Exception,No,None,No action required
ORD000654,DRV0150,2026-06-06,Hyderabad,767609,17.409007,78.623243,Delivered,2,31,60,3.2,Good,Normal,No Exception,No,None,No action required
ORD000655,DRV0001,2026-01-29,Delhi,647958,28.605893,77.242567,Delivered,1,85,120,2.7,Good,Normal,No Exception,No,None,No action required
ORD000656,DRV0104,2026-04-22,Kolkata,785799,22.528289,88.377333,Delivered,1,123,90,3.4,Good,Normal,SLA Breach,Yes,High,Escalate to operations
ORD000657,DRV0216,2026-04-17,Delhi,580880,28.6677,77.210066,Delivered,3,26,45,3.7,Good,Normal,No Exception,No,None,No action required
ORD000658,DRV0166,2026-02-06,Hyderabad,755171,17.365044,78.454055,Returned,1,24,45,3.5,Good,Normal,No Exception,No,None,No action required
ORD000659,DRV0221,2026-06-28,Ahmedabad,723191,22.932343,72.492193,Failed,1,87,120,4.8,Poor,Normal,No Exception,No,None,No action required
ORD000660,DRV0099,2026-02-27,Delhi,597408,28.652501,77.285566,Delivered,1,91,120,3.3,Good,Normal,No Exception,No,None,No action required
ORD000661,DRV0106,2026-01-09,Delhi,519852,28.589747,77.21634,Failed,1,33,60,3.1,Poor,Normal,No Exception,No,None,No action required
ORD000662,DRV0247,2026-02-06,Bengaluru,775989,-95.0,77.563861,Delivered,1,23,30,4.2,Poor,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000663,DRV0063,2026-06-11,Ahmedabad,540937,23.009073,72.52684,Returned,1,79,120,1.4,Poor,Normal,Customer Experience Issue,Yes,High,Investigate customer issue
ORD000664,DRV0232,2026-05-17,Delhi,505653,28.569493,77.193656,Delivered,1,81,90,3.5,Good,Normal,No Exception,No,None,No action required
ORD000665,DRV0091,2026-03-16,Pune,587822,18.513837,73.860543,Delivered,1,107,120,2.7,Good,Normal,No Exception,No,None,No action required
ORD000666,DRV0016,2026-05-29,Ahmedabad,588646,23.048096,72.562985,Failed,1,55,60,4.2,Poor,Normal,No Exception,No,None,No action required
ORD000667,DRV0074,2026-01-22,Ahmedabad,566490,22.96798,72.641947,Failed,1,38,60,4.0,Good,Normal,No Exception,No,None,No action required
ORD000668,DRV0071,2026-01-04,Pune,558484,18.530736,73.894647,Failed,1,107,120,4.7,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000669,DRV0095,2026-03-08,Chennai,623834,13.052078,80.288775,Delivered,1,62,120,4.8,Good,Normal,No Exception,No,None,No action required
ORD000670,DRV0248,2026-06-02,Chennai,580819,13.085618,80.233461,Delivered,2,69,90,2.9,Good,Normal,No Exception,No,None,No action required
ORD000671,DRV0186,2026-02-23,Chennai,680919,13.081039,80.260294,Delivered,1,15,30,3.2,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000672,DRV0103,2026-03-19,Ahmedabad,749700,23.156405,72.547117,Returned,2,192,120,2.6,Good,Normal,SLA Breach,Yes,High,Escalate to operations
ORD000673,DRV0122,2026-02-07,Pune,778104,18.528393,73.805316,Delivered,1,69,90,1.4,Good,Normal,Customer Experience Issue,Yes,High,Investigate customer issue
ORD000674,DRV0025,2026-04-21,Delhi,642915,28.656673,77.273366,Delivered,1,19,30,4.6,Poor,Normal,No Exception,No,None,No action required
ORD000675,DRV0119,2026-06-22,Mumbai,602197,19.043689,72.966466,Failed,1,32,45,4.2,Poor,Normal,No Exception,No,None,No action required
ORD000676,DRV0173,2026-01-18,Hyderabad,506271,17.337807,78.431971,Delivered,1,25,30,4.5,Good,Normal,No Exception,No,None,No action required
ORD000677,DRV0057,2026-03-06,Pune,601229,18.590023,73.844198,Delivered,1,15,30,4.6,Poor,Normal,No Exception,No,None,No action required
ORD000678,DRV0244,2026-01-31,Bengaluru,545291,12.880635,-200.0,Failed,1,111,120,4.0,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000679,DRV0179,2026-03-06,Chennai,654438,13.147917,80.187575,Delivered,1,25,30,4.3,Good,Normal,No Exception,No,None,No action required
ORD000680,DRV0197,2026-06-27,Kolkata,669556,22.523261,88.438001,Delivered,1,19,30,2.9,Good,Normal,No Exception,No,None,No action required
ORD000681,DRV0100,2026-01-16,Delhi,635391,28.558615,77.198254,Delivered,1,22,30,4.7,Good,Normal,No Exception,No,None,No action required
ORD000682,DRV0046,2026-01-28,Ahmedabad,575430,22.97428,72.549892,Failed,2,41,45,2.6,Good,Normal,No Exception,No,None,No action required
ORD000683,DRV0184,2026-01-27,Pune,518277,18.585915,73.926484,Delivered,1,54,60,3.4,Good,Normal,No Exception,No,None,No action required
ORD000684,DRV0230,2026-02-08,Ahmedabad,500454,23.01497,72.535712,Delivered,1,34,60,3.3,Good,Normal,No Exception,No,None,No action required
ORD000685,DRV0148,2026-05-12,Hyderabad,757257,17.433243,78.567479,Delivered,1,23,30,3.4,Good,Normal,No Exception,No,None,No action required
ORD000686,DRV0099,2026-02-01,Ahmedabad,797399,23.117069,72.548295,Failed,2,106,60,2.9,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000687,DRV0015,2026-04-04,Bengaluru,780298,12.947908,77.593877,Delivered,1,63,90,3.8,Good,Normal,No Exception,No,None,No action required
ORD000688,DRV0142,2026-04-09,Hyderabad,600140,17.379894,78.507163,Delivered,1,25,30,2.6,Good,Normal,No Exception,No,None,No action required
ORD000689,DRV0022,2026-02-18,Ahmedabad,573370,23.018082,72.552899,Delivered,1,75,120,2.9,Good,Normal,No Exception,No,None,No action required
ORD000690,DRV0017,2026-05-08,Pune,779938,18.430211,73.838951,Delivered,3,15,30,4.8,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000691,DRV0087,2026-04-14,Hyderabad,561964,17.419848,78.470009,Delivered,2,183,120,4.0,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000692,DRV0190,2026-01-19,Mumbai,519334,18.999017,72.803386,Returned,1,22,30,3.4,Poor,Normal,No Exception,No,None,No action required
ORD000693,DRV0063,2026-01-04,Chennai,590308,13.023004,80.277847,Returned,1,56,60,3.9,Good,Normal,No Exception,No,None,No action required
ORD000694,DRV0157,2026-06-01,Chennai,533532,13.161341,80.283223,Delivered,1,111,120,4.6,Poor,Normal,No Exception,No,None,No action required
ORD000695,DRV0017,2026-04-20,Mumbai,676864,18.985947,72.850566,Returned,1,33,60,1.9,Poor,Normal,Customer Experience Issue,Yes,High,Investigate customer issue
ORD000696,DRV0083,2026-01-12,Mumbai,590936,19.012927,72.834448,Delivered,1,34,60,4.9,Good,Normal,No Exception,No,None,No action required
ORD000697,DRV0179,2026-05-22,Delhi,586510,150.0,77.246396,Delivered,1,62,120,4.0,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000698,DRV0203,2026-02-10,Kolkata,508194,22.564007,88.308492,Delivered,5,109,30,4.1,Good,Normal,SLA Breach,Yes,High,Escalate to operations
ORD000699,DRV0107,2026-06-27,Ahmedabad,566528,-95.0,72.5571,Delivered,1,46,60,5.0,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000700,DRV0062,2026-06-06,Chennai,519724,13.097293,80.315673,Failed,1,84,90,3.9,Good,Normal,No Exception,No,None,No action required
ORD000701,DRV0090,2026-01-02,Kolkata,792400,-150.0,88.388735,Delivered,1,66,120,3.5,Poor,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000702,DRV0221,2026-04-29,Mumbai,609108,19.074493,72.849315,Delivered,1,27,30,3.9,Good,Normal,No Exception,No,None,No action required
ORD000703,DRV0128,2026-02-10,Chennai,522604,13.095387,80.294085,Delivered,1,36,60,3.8,Good,Normal,No Exception,No,None,No action required
ORD000704,DRV0086,2026-01-12,Ahmedabad,554746,23.004412,72.585406,Returned,1,71,120,4.5,Good,Normal,No Exception,No,None,No action required
ORD000705,DRV0125,2026-01-19,Bengaluru,623364,13.002679,77.576119,Returned,1,80,120,4.9,Good,Normal,No Exception,No,None,No action required
ORD000706,DRV0192,2026-02-28,Delhi,557741,28.607669,77.15037,Delivered,1,35,45,5.0,Good,Normal,No Exception,No,None,No action required
ORD000707,DRV0229,2026-01-19,Mumbai,746934,19.132303,72.87513,Failed,1,54,90,4.0,Good,Normal,No Exception,No,None,No action required
ORD000708,DRV0046,2026-04-06,Kolkata,571515,22.500197,88.321763,Delivered,1,38,60,3.0,Good,Anomaly,Route Issue,Yes,Medium,Review route assignment
ORD000709,DRV0033,2026-06-27,Hyderabad,798144,17.355217,78.555422,Delivered,1,93,30,3.8,Good,Normal,SLA Breach,Yes,High,Escalate to operations
ORD000710,DRV0108,2026-03-29,Chennai,615266,13.218497,80.257214,Delivered,1,195,120,4.7,Poor,Normal,SLA Breach,Yes,High,Escalate to operations
ORD000711,DRV0023,2026-05-14,Kolkata,756488,22.569855,88.378178,Delivered,1,62,90,4.6,Good,Normal,No Exception,No,None,No action required
ORD000712,DRV0189,2026-03-05,Mumbai,671597,19.096735,72.952296,Delivered,1,69,120,4.9,Poor,Normal,No Exception,No,None,No action required
ORD000713,DRV0107,2026-01-11,Hyderabad,746757,17.375133,78.479136,Returned,2,47,30,4.6,Poor,Normal,SLA Breach,Yes,High,Escalate to operations
ORD000714,DRV0123,2026-04-26,Bengaluru,759672,13.02989,77.584377,Delivered,1,26,30,4.7,Good,Normal,No Exception,No,None,No action required
ORD000715,DRV0034,2026-03-17,Delhi,625337,28.643578,77.061981,Returned,3,22,30,4.1,Good,Normal,No Exception,No,None,No action required
ORD000716,DRV0181,2026-05-27,Ahmedabad,512799,23.120353,72.559329,Delivered,1,34,45,4.3,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000717,DRV0161,2026-06-30,Ahmedabad,500714,22.983856,72.591753,Returned,1,46,60,3.2,Good,Normal,No Exception,No,None,No action required
ORD000718,DRV0110,2026-06-28,Pune,784392,18.577669,73.830122,Failed,2,24,30,3.2,Good,Normal,No Exception,No,None,No action required
ORD000719,DRV0132,2026-01-14,Delhi,558178,28.661556,77.234654,Delivered,1,62,120,3.2,Good,Normal,No Exception,No,None,No action required
ORD000720,DRV0045,2026-05-24,Bengaluru,607328,12.997352,77.630383,Delivered,3,39,45,2.9,Good,Normal,No Exception,No,None,No action required
ORD000721,DRV0189,2026-02-27,Mumbai,668015,19.11602,72.915415,Delivered,2,103,120,4.1,Good,Normal,No Exception,No,None,No action required
ORD000722,DRV0014,2026-04-06,Bengaluru,680998,13.000825,77.617083,Delivered,1,113,120,4.0,Good,Normal,No Exception,No,None,No action required
ORD000723,DRV0182,2026-04-26,Pune,693014,18.519074,73.812606,Returned,2,18,30,2.7,Good,Normal,No Exception,No,None,No action required
ORD000724,DRV0021,2026-02-15,Kolkata,651190,22.490587,88.282272,Delivered,1,33,60,2.7,Good,Normal,No Exception,No,None,No action required
ORD000725,DRV0039,2026-05-14,Mumbai,511896,19.036379,72.862302,Delivered,1,68,120,4.5,Good,Normal,No Exception,No,None,No action required
ORD000726,DRV0108,2026-06-15,Ahmedabad,511262,23.02401,72.60183,Delivered,1,28,30,3.2,Good,Normal,No Exception,No,None,No action required
ORD000727,DRV0106,2026-06-17,Delhi,671078,28.61396,77.168146,Delivered,1,113,120,4.5,Poor,Normal,No Exception,No,None,No action required
ORD000728,DRV0118,2026-05-26,Pune,569182,18.511439,73.860826,Delivered,1,37,60,1.6,Good,Normal,Customer Experience Issue,Yes,High,Investigate customer issue
ORD000729,DRV0249,2026-01-13,Pune,577772,18.440022,73.818564,Delivered,1,41,45,3.1,Good,Normal,No Exception,No,None,No action required
ORD000730,DRV0047,2026-06-27,Chennai,580470,13.126346,80.239205,Delivered,1,20,30,2.2,Poor,Normal,Customer Experience Issue,Yes,High,Investigate customer issue
ORD000731,DRV0113,2026-04-05,Pune,596729,18.561874,73.847009,Delivered,1,25,30,3.3,Good,Normal,No Exception,No,None,No action required
ORD000732,DRV0038,2026-04-25,Delhi,783045,28.53686,77.202374,Delivered,1,15,30,4.1,Good,Normal,No Exception,No,None,No action required
ORD000733,DRV0197,2026-04-28,Chennai,667886,-95.0,80.284569,Delivered,1,92,120,3.4,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000734,DRV0122,2026-05-27,Pune,577114,18.477666,73.873452,Failed,1,66,90,4.7,Good,Normal,No Exception,No,None,No action required
ORD000735,DRV0231,2026-02-05,Hyderabad,788861,17.234024,78.495892,Delivered,1,84,90,4.0,Good,Normal,No Exception,No,None,No action required
ORD000736,DRV0092,2026-03-25,Bengaluru,528853,12.939154,77.604055,Failed,1,93,120,4.2,Good,Normal,No Exception,No,None,No action required
ORD000737,DRV0051,2026-01-22,Hyderabad,782283,17.425356,78.438023,Delivered,1,23,30,4.6,Good,Anomaly,Route Issue,Yes,Medium,Review route assignment
ORD000738,DRV0126,2026-06-04,Delhi,768202,28.625729,77.277485,Delivered,2,42,60,3.8,Good,Normal,No Exception,No,None,No action required
ORD000739,DRV0095,2026-04-06,Kolkata,506391,22.592221,88.338452,Delivered,1,44,60,3.2,Poor,Normal,No Exception,No,None,No action required
